[[1, 1, 1], 0.4219]
[[2, 1, 1], 0.3098]
[[2, 2, 1], 0.25]
[[3, 1, 1], 0.2404]
[[2, 2, 2], 0.2109]
[[3, 2, 1], 0.2055]
[[4, 1, 1], 0.1952]
[[3, 2, 2], 0.1796]
[[3, 3, 1], 0.1765]
[[4, 2, 1], 0.1728]
[[5, 1, 1], 0.164]
[[3, 3, 2], 0.1574]
[[4, 2, 2], 0.1549]
[[4, 3, 1], 0.1531]
[[5, 2, 1], 0.1485]
[[6, 1, 1], 0.1412]
[[3, 3, 3], 0.1406]
[[4, 3, 2], 0.1389]
[[4, 4, 1], 0.1362]
[[5, 2, 2], 0.1356]
[[5, 3, 1], 0.1345]
[[6, 2, 1], 0.1299]
[[7, 1, 1], 0.1239]
